MSSubClass,MSZoning,LotFrontage,LotArea,Alley,LotShape,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscVal,SaleType,SaleCondition,SalePrice,SalePriceLog,ExteriorMat,HouseFin,ExteriorStyle
60,RL,118.0,35760,NA,IR,CulDSac,NoRidge,Norm,1Fam,2.0Story,10,5,1995,1996,Hip,BrkFace,1378.0,Gd,Gd,PConc,Ex,TA,Gd,GLQ,Unf,1930,Ex,Y,SBrkr,1831,1796,0,3627,1,0,3,1,4,1,Gd,10,Typ,1,TA,Attchd,Fin,3,807,Y,361,76,0,0,0,0,NA,0,WD,Normal,625000,13.345506928718539,HdBoard,Finished,Other
80,RL,76.0,9880,NA,Reg,Inside,Mitchel,Norm,1Fam,SLvl,6,6,1977,1977,Gable,None,0.0,TA,Gd,CBlock,TA,TA,Av,ALQ,Unf,1096,TA,Y,SBrkr,1118,0,0,1118,1,0,1,0,3,1,TA,6,Typ,1,Po,Attchd,Fin,1,358,Y,203,0,0,0,0,576,Fence,0,WD,Normal,171000,12.049418835484797,Plywood,Finished,Other
20,RL,76.0,9120,NA,Reg,Inside,NAmes,Norm,1Fam,1.0Story,6,6,1958,1958,Hip,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,1261,Ex,Y,SBrkr,1261,0,0,1261,1,0,1,0,3,1,TA,6,Typ,1,TA,Attchd,RFn,2,433,Y,0,0,0,0,288,0,NA,1400,WD,Normal,163000,12.0015054797889,MetalSd,Finished,Siding
160,FV,35.0,4017,Pave,IR,Inside,Somerst,Norm,Twnhs,2.0Story,7,5,2006,2007,Gable,None,0.0,Gd,Gd,PConc,Gd,TA,No,Unf,Unf,625,Ex,Y,SBrkr,625,625,0,1250,0,0,2,1,2,1,Gd,5,Typ,0,NA,Detchd,Fin,2,625,Y,0,54,0,0,0,0,NA,0,WD,Normal,171900,12.05466819137094,MetalSd,Finished,Siding
50,RL,138.0,18030,NA,IR,Inside,ClearCr,Norm,1Fam,1.5Story,5,6,1946,1994,Gable,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,BLQ,1598,TA,Y,SBrkr,1636,971,479,3086,0,0,3,0,3,1,Ex,12,Atype,1,Gd,NA,NA,0,0,Y,122,0,0,0,0,0,Fence,0,WD,Normal,200500,12.20856952572876,MetalSd,Finished,Siding
70,RL,80.0,16560,NA,IR,Inside,Crawfor,Norm,1Fam,2.0Story,6,8,1932,1950,Gable,None,0.0,TA,Gd,BrkTil,Gd,TA,No,Rec,Unf,952,TA,Y,SBrkr,1170,1175,0,2345,0,0,2,1,4,1,TA,9,Typ,1,Gd,Detchd,Unf,2,360,Y,0,0,0,0,0,0,NA,0,WD,Normal,239000,12.384218830913648,Wood,Finished,Siding
50,RL,85.0,10678,NA,Reg,Inside,NoRidge,Norm,1Fam,1.5Story,8,5,1992,2000,Hip,BrkFace,337.0,Gd,Gd,PConc,Gd,TA,No,GLQ,Unf,1683,Ex,Y,SBrkr,2129,743,0,2872,0,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,Fin,2,541,Y,0,33,0,0,0,0,NA,0,WD,Normal,285000,12.560244459250788,HdBoard,Finished,Other
20,RL,37.0,6951,NA,IR,CulDSac,Mitchel,Norm,1Fam,1.0Story,5,5,1984,1985,Gable,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,876,TA,Y,SBrkr,923,0,0,923,1,0,1,0,3,1,TA,5,Typ,0,NA,Attchd,Unf,1,264,Y,362,0,0,0,0,0,Fence,0,WD,Normal,119500,11.691071650353702,Plywood,Finished,Other
50,RM,70.05,3950,Grvl,Reg,Inside,OldTown,Artery,1Fam,1.5Story,6,8,1926,2004,Gable,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,Unf,818,TA,Y,SBrkr,818,406,0,1224,0,0,1,0,3,1,TA,5,Typ,0,NA,Detchd,Unf,1,210,N,0,0,116,0,0,0,NA,0,WD,Normal,115000,11.652687407345388,MetalSd,Finished,Siding
50,RL,54.0,7681,NA,IR,FR2,Crawfor,Norm,1Fam,1.5Story,5,6,1921,1950,Gable,None,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,Unf,731,Ex,Y,SBrkr,820,523,0,1343,0,0,1,1,3,1,TA,7,Typ,1,Gd,Detchd,Unf,1,186,Y,192,0,102,0,0,0,NA,0,WD,Normal,154900,11.95053502640496,Wood,Finished,Siding
20,RL,77.0,8335,NA,Reg,Corner,Edwards,Norm,1Fam,1.0Story,5,5,1954,1954,Gable,None,0.0,TA,Gd,Oth,NA,NA,No,NA,NA,0,Gd,Y,SBrkr,1124,0,0,1124,0,0,1,0,3,1,TA,5,Atype,1,Gd,NA,NA,0,0,N,0,36,190,0,0,0,NA,0,WD,Normal,93000,11.440354772135393,Wood,Finished,Siding
60,RL,70.05,11170,NA,IR,Corner,Timber,Norm,1Fam,2.0Story,7,5,1990,1991,Gable,None,0.0,TA,Gd,Oth,Gd,TA,No,LwQ,Unf,1216,Ex,Y,SBrkr,1298,1216,0,2514,0,0,2,1,4,1,TA,8,Typ,0,NA,Attchd,Fin,2,693,Y,0,0,0,0,0,0,Fence,0,WD,Normal,250000,12.429216196844383,MetalSd,Finished,Siding
120,RM,64.0,5587,NA,IR,Inside,Crawfor,Norm,Twnhs,1.0Story,8,5,2008,2008,Hip,Stone,186.0,Ex,Gd,PConc,Ex,TA,Gd,GLQ,Unf,1600,Ex,Y,SBrkr,1652,0,0,1652,1,1,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,Fin,2,482,Y,162,53,0,153,0,0,NA,0,Oth,Partial,392500,12.8802918162046,Other,Finished,Other
60,RL,160.0,15623,NA,IR,Corner,NoRidge,Norm,1Fam,2.0Story,10,5,1996,1996,Hip,None,0.0,Gd,Gd,PConc,Ex,TA,Av,GLQ,Unf,2396,Ex,Y,SBrkr,2411,2065,0,4476,1,0,3,1,4,1,Ex,10,Typ,2,TA,Attchd,Fin,3,813,Y,171,78,0,0,0,555,Fence,0,WD,Abnorml,745000,13.521139497361697,Stucco,Finished,Other
30,RL,60.0,10800,Grvl,Reg,Inside,OldTown,Norm,1Fam,1.0Story,5,6,1920,1950,Hip,None,0.0,TA,Gd,BrkTil,TA,TA,No,Rec,Unf,1120,Ex,Y,SBrkr,1130,0,0,1130,1,0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,Unf,2,720,Y,229,0,0,0,0,0,NA,0,WD,Normal,120000,11.695247021764184,Stucco,Finished,Other
20,RL,50.0,35133,NA,Reg,Inside,Timber,Norm,1Fam,1.0Story,5,4,1963,1963,Hip,BrkFace,226.0,TA,Gd,CBlock,TA,TA,Gd,Rec,Unf,1572,Gd,Y,SBrkr,1572,0,0,1572,1,0,1,1,3,1,TA,5,Typ,2,TA,Attchd,RFn,3,995,Y,0,263,0,0,263,0,NA,0,WD,Normal,186700,12.137258329529814,MetalSd,Finished,Siding
50,RL,60.0,9738,NA,Reg,Inside,Edwards,Norm,1Fam,1.5Story,5,7,1924,1950,Gable,None,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,Unf,784,Gd,Y,SBrkr,949,272,0,1221,1,0,1,0,4,1,TA,7,Typ,0,NA,Attchd,Unf,1,392,Y,0,0,236,0,0,0,NA,0,WD,Normal,104900,11.560762794384388,Other,Finished,Shingle
190,RL,107.0,10615,NA,IR,Corner,OldTown,Artery,Oth,2.0Story,3,5,1900,1970,Gable,None,0.0,TA,Gd,CBlock,Fa,TA,Mn,BLQ,Unf,978,TA,Y,SBrkr,1014,685,0,1699,1,0,2,0,3,2,TA,7,Typ,0,NA,Detchd,Unf,2,420,Y,0,74,0,0,0,0,NA,0,WD,Abnorml,95000,11.461632170582678,HdBoard,Finished,Other
20,RL,89.0,12461,NA,Reg,Corner,NoRidge,Norm,1Fam,1.0Story,8,5,1994,1995,Gable,None,0.0,Gd,Gd,PConc,Gd,TA,No,GLQ,Unf,1624,Ex,Y,SBrkr,1624,0,0,1624,1,0,2,0,2,1,Gd,5,Typ,1,Po,Attchd,RFn,3,757,Y,0,114,192,0,0,0,Fence,0,WD,Normal,262000,12.476099782743233,Stucco,Finished,Other
60,RL,68.0,8935,NA,IR,Inside,CollgCr,Norm,1Fam,2.0Story,7,5,2002,2002,Gable,BrkFace,95.0,Gd,Gd,PConc,Gd,TA,No,Unf,Unf,831,Ex,Y,SBrkr,831,829,0,1660,0,0,2,1,3,1,Gd,7,Typ,0,NA,Attchd,RFn,2,493,Y,144,68,0,0,0,0,NA,0,WD,Normal,195000,12.180754837545884,VinylSd,Finished,Siding
60,RL,60.0,7500,NA,Reg,Inside,Gilbert,Norm,1Fam,2.0Story,7,5,1999,1999,Gable,None,0.0,TA,Gd,PConc,TA,TA,No,Unf,Unf,994,Gd,Y,SBrkr,1028,776,0,1804,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,Fin,2,442,Y,140,60,0,0,0,0,NA,0,WD,Normal,189000,12.14950229404178,VinylSd,Finished,Siding
190,RL,70.05,32463,NA,Reg,Inside,Mitchel,Norm,Oth,1.0Story,4,4,1961,1975,Gable,Stone,149.0,TA,Gd,CBlock,TA,TA,Av,BLQ,Unf,1249,Ex,Y,SBrkr,1622,0,0,1622,1,0,1,0,3,1,TA,7,Typ,1,TA,Attchd,Fin,4,1356,Y,439,0,0,0,0,0,NA,0,WD,Normal,168000,12.031719258385396,MetalSd,Finished,Siding
160,FV,24.0,2645,Pave,Reg,Inside,Somerst,Norm,Twnhs,2.0Story,8,5,1999,2000,Gable,BrkFace,456.0,Gd,Gd,PConc,Gd,TA,No,Unf,Unf,776,Ex,Y,SBrkr,764,677,0,1441,0,0,2,1,2,1,Gd,5,Typ,0,NA,Detchd,Unf,2,492,Y,206,0,0,0,0,0,NA,0,WD,Normal,174000,12.066810578196666,MetalSd,Finished,Siding
50,RM,60.0,9600,Grvl,Reg,Inside,OldTown,Norm,1Fam,1.5Story,5,8,1925,1994,Oth,None,0.0,TA,Gd,PConc,TA,TA,Mn,Unf,Unf,702,Gd,Y,SBrkr,842,630,0,1472,0,0,1,0,3,1,Gd,6,Typ,0,NA,Detchd,Unf,1,250,N,0,0,84,0,0,0,Fence,0,WD,Normal,125000,11.736069016284437,VinylSd,Finished,Siding
120,RM,70.05,4500,NA,Reg,FR2,Mitchel,Norm,Twnhs,1.0Story,6,5,1999,1999,Hip,BrkFace,425.0,TA,Gd,PConc,Ex,TA,No,GLQ,Unf,1224,Ex,Y,SBrkr,1224,0,0,1224,1,0,2,0,2,1,TA,5,Typ,0,NA,Attchd,Fin,2,402,Y,0,304,0,0,0,0,NA,0,WD,Normal,165000,12.013700752882718,VinylSd,Finished,Siding
60,RL,80.0,9364,NA,Reg,Corner,Sawyer,Norm,1Fam,2.0Story,6,7,1969,1969,Gable,Stone,143.0,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,663,TA,Y,SBrkr,663,689,0,1352,0,0,1,1,4,1,TA,7,Typ,0,NA,Attchd,Fin,1,299,Y,379,36,0,0,0,0,Fence,0,WD,Normal,158000,11.970350312009105,HdBoard,Finished,Other
60,RL,51.0,8029,NA,IR,Inside,Gilbert,Norm,1Fam,2.0Story,6,5,2005,2005,Gable,None,0.0,TA,Gd,PConc,Gd,TA,No,Unf,Unf,728,Ex,Y,SBrkr,728,728,0,1456,0,0,2,1,3,1,Gd,8,Typ,0,NA,Attchd,Fin,2,400,Y,100,24,0,0,0,0,NA,0,WD,Normal,176000,12.078239274020289,VinylSd,Finished,Siding
60,RL,58.0,14054,NA,IR,Inside,Gilbert,Norm,1Fam,2.0Story,7,5,2006,2006,Gable,None,0.0,Gd,Gd,PConc,Gd,TA,Av,Unf,Unf,879,Ex,Y,SBrkr,879,984,0,1863,0,0,2,1,4,1,Gd,9,Typ,1,Gd,Attchd,Fin,3,660,Y,100,17,0,0,0,0,NA,0,Oth,Partial,219210,12.297785453453374,VinylSd,Finished,Siding
75,RM,65.0,8850,NA,IR,Corner,OldTown,Norm,1Fam,2.5Story,7,6,1916,1950,Gable,None,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,Unf,815,Ex,Y,SBrkr,815,875,0,1690,0,0,1,0,3,1,TA,7,Typ,1,Gd,Detchd,Unf,1,225,Y,0,0,330,0,0,0,NA,0,Oth,Normal,144000,11.877568578558138,MetalSd,Unfinished,Siding
20,RL,70.0,9100,NA,Reg,Inside,CollgCr,Norm,1Fam,1.0Story,7,5,2001,2001,Gable,None,0.0,Gd,Gd,PConc,Gd,TA,No,Unf,Unf,1212,Ex,Y,SBrkr,1212,0,0,1212,0,0,2,0,3,1,Gd,6,Typ,0,NA,Attchd,RFn,2,573,Y,356,0,0,0,0,0,NA,0,WD,Normal,178000,12.089538829274222,VinylSd,Finished,Siding
20,RL,75.0,11235,NA,Reg,Inside,Sawyer,Norm,1Fam,1.0Story,4,5,1963,1979,Gable,BrkFace,51.0,TA,Gd,CBlock,TA,TA,No,Rec,Unf,1051,Gd,Y,SBrkr,1382,0,0,1382,0,0,1,1,3,1,TA,6,Typ,1,Po,Attchd,Unf,2,459,Y,0,82,0,0,0,0,NA,0,WD,Normal,148000,11.904967552746252,HdBoard,Finished,Other
20,RL,71.0,9353,NA,Reg,Inside,NAmes,Norm,1Fam,1.0Story,4,5,1970,1970,Gable,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,Unf,864,Gd,Y,SBrkr,864,0,0,864,0,0,1,0,3,1,TA,5,Typ,0,NA,Attchd,Unf,1,280,Y,0,0,0,0,0,0,NA,0,Oth,Abnorml,116050,11.661776411702583,MetalSd,Finished,Siding
60,RL,80.0,10400,NA,Reg,Corner,CollgCr,Norm,1Fam,2.0Story,7,5,1998,1998,Gable,None,0.0,TA,Gd,PConc,Gd,TA,Av,Unf,Unf,866,Ex,Y,SBrkr,866,913,0,1779,0,0,2,1,3,1,Gd,6,Typ,0,NA,Attchd,RFn,2,546,Y,198,36,0,0,0,0,NA,0,WD,Normal,197900,12.195517131590657,VinylSd,Finished,Siding
50,RM,50.0,6000,NA,Reg,Corner,BrkSide,Norm,1Fam,1.5Story,5,8,1925,1997,Gable,None,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,Unf,884,Ex,Y,SBrkr,884,464,0,1348,1,0,1,0,3,1,TA,5,Typ,1,Po,Detchd,Unf,1,216,N,0,0,208,0,0,0,NA,0,WD,Normal,117000,11.669929213779893,Wood,Finished,Siding
20,RL,75.0,9750,NA,Reg,Inside,CollgCr,Norm,1Fam,1.0Story,7,5,2000,2001,Gable,BrkFace,171.0,Gd,Gd,PConc,Gd,TA,No,Unf,Unf,1630,Ex,Y,SBrkr,1630,0,0,1630,0,0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,Unf,2,451,Y,74,234,0,0,0,0,NA,0,WD,Normal,213000,12.269047444691562,VinylSd,Finished,Siding
20,RL,78.0,10140,NA,Reg,Inside,NWAmes,Norm,1Fam,1.0Story,5,6,1975,1975,Gable,None,0.0,TA,Gd,CBlock,Gd,TA,No,ALQ,Unf,1056,Ex,Y,SBrkr,1074,0,0,1074,1,0,1,1,3,1,TA,6,Typ,0,NA,Attchd,RFn,2,495,Y,0,88,0,0,0,0,Fence,0,WD,Normal,153500,11.941455846009388,HdBoard,Finished,Other
20,RL,90.0,14684,NA,IR,CulDSac,SawyerW,Norm,1Fam,1.0Story,7,7,1990,1991,Hip,BrkFace,234.0,Gd,Gd,CBlock,Gd,TA,Mn,ALQ,BLQ,2158,Gd,Y,SBrkr,2196,0,0,2196,0,0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,RFn,3,701,Y,84,70,0,0,0,0,NA,0,WD,Normal,271900,12.513189630620563,HdBoard,Finished,Other
20,RH,70.05,8900,NA,Reg,Inside,SawyerW,Norm,1Fam,1.0Story,4,4,1966,1966,Gable,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,Unf,1056,TA,Y,SBrkr,1056,0,0,1056,1,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,Unf,1,384,Y,0,42,0,0,0,0,Fence,0,WD,Normal,107000,11.580584113444043,HdBoard,Finished,Other
20,RL,70.0,9135,NA,Reg,Inside,CollgCr,Norm,1Fam,1.0Story,6,5,2003,2003,Gable,BrkFace,120.0,Gd,Gd,PConc,Gd,TA,Av,GLQ,Unf,1682,Ex,Y,SBrkr,1700,0,0,1700,1,0,2,0,3,1,Gd,7,Typ,0,NA,Attchd,RFn,2,544,Y,192,23,0,0,0,0,NA,0,WD,Normal,200000,12.206072645530174,VinylSd,Finished,Siding
20,RL,70.0,7763,NA,Reg,Inside,NAmes,Norm,1Fam,1.0Story,5,7,1962,1980,Gable,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,BLQ,931,TA,Y,SBrkr,1283,0,0,1283,1,0,1,0,3,1,TA,6,Typ,0,NA,Detchd,Unf,2,506,Y,0,0,0,0,0,0,NA,0,WD,Normal,140000,11.84939770159144,MetalSd,Finished,Siding
20,RL,85.0,10182,NA,IR,CulDSac,Somerst,NRR,1Fam,1.0Story,8,5,2006,2006,Hip,Stone,420.0,Gd,Gd,PConc,Ex,TA,Mn,GLQ,Unf,1660,Ex,Y,SBrkr,1660,0,0,1660,1,0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,RFn,2,500,Y,322,50,0,0,0,0,NA,0,Oth,Partial,290000,12.577636201962656,VinylSd,Finished,Siding
60,RL,70.0,11218,NA,Reg,Inside,SawyerW,Norm,1Fam,2.0Story,6,5,1992,1992,Gable,None,0.0,Gd,Gd,PConc,Gd,TA,No,Unf,Unf,1055,Ex,Y,SBrkr,1055,790,0,1845,0,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,RFn,2,462,Y,635,104,0,0,0,0,Fence,400,WD,Normal,189000,12.14950229404178,Wood,Finished,Siding
50,RL,152.0,12134,NA,IR,Inside,Gilbert,Norm,1Fam,1.5Story,8,7,1988,2005,Gable,None,0.0,Gd,Gd,Oth,Gd,TA,Av,GLQ,Unf,559,Gd,Y,SBrkr,1080,672,0,1752,0,0,2,0,4,1,TA,8,Typ,0,NA,Attchd,RFn,2,492,Y,325,12,0,0,0,0,NA,0,WD,Normal,164000,12.007621706806335,Wood,Finished,Siding
30,RL,50.0,9340,NA,Reg,Inside,Edwards,Norm,1Fam,1.0Story,4,6,1941,1950,Hip,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,Unf,672,TA,Y,SBrkr,672,0,0,672,1,0,1,0,2,1,TA,4,Typ,0,NA,Attchd,Unf,1,234,N,0,113,0,0,0,0,NA,0,WD,Normal,113000,11.635143097694478,MetalSd,Finished,Siding
80,RL,70.05,10246,NA,IR,CulDSac,Sawyer,Norm,1Fam,SLvl,4,9,1965,2001,Gable,None,0.0,TA,Gd,CBlock,TA,Gd,Av,GLQ,Unf,648,Ex,Y,SBrkr,960,0,0,960,1,1,0,0,0,1,TA,3,Typ,0,NA,Attchd,Unf,1,364,Y,88,0,0,0,0,0,NA,0,WD,Normal,145000,11.884489021402711,VinylSd,Finished,Siding
85,RL,69.0,10205,NA,IR,Inside,NAmes,Norm,1Fam,SFoyer,5,5,1962,1962,Gable,None,0.0,TA,Gd,CBlock,TA,TA,Av,BLQ,Unf,925,TA,Y,SBrkr,999,0,0,999,1,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,Unf,1,300,Y,150,72,0,0,0,0,NA,0,WD,Normal,134500,11.809319478024031,MetalSd,Finished,Siding
20,RL,99.0,7094,NA,IR,Inside,Sawyer,Norm,1Fam,1.0Story,5,5,1966,1966,Gable,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,LwQ,894,TA,Y,SBrkr,894,0,0,894,0,0,1,0,3,1,TA,5,Typ,0,NA,Detchd,RFn,1,384,Y,0,0,0,0,0,0,Fence,0,WD,Normal,125000,11.736069016284437,VinylSd,Finished,Siding
90,RM,68.0,8930,NA,Reg,Inside,Sawyer,NRR,Oth,1.5Story,6,5,1978,1978,Gable,None,0.0,TA,Gd,Oth,NA,NA,No,NA,NA,0,TA,Y,SBrkr,1318,584,0,1902,0,0,2,0,4,2,TA,8,Typ,0,NA,Attchd,Unf,2,539,Y,0,0,0,0,0,0,NA,0,WD,Normal,112000,11.626254150277232,VinylSd,Finished,Siding
20,FV,72.0,8640,NA,Reg,Inside,Somerst,Norm,1Fam,1.0Story,8,5,2009,2009,Gable,Stone,72.0,Gd,Gd,PConc,Gd,TA,Mn,GLQ,Unf,1300,Ex,Y,SBrkr,1314,0,0,1314,1,0,2,0,3,1,Gd,6,Typ,0,NA,Attchd,RFn,2,552,Y,135,112,0,0,0,0,NA,0,Oth,Partial,229456,12.343466568968994,Other,Finished,Other
50,RM,52.0,6240,NA,Reg,Inside,BrkSide,Norm,1Fam,1.5Story,4,5,1947,1950,Gable,None,0.0,TA,Gd,Oth,NA,NA,No,NA,NA,0,Gd,N,SBrkr,672,240,0,912,0,0,1,0,2,1,TA,3,Typ,0,NA,NA,NA,0,0,N,0,0,0,0,0,0,NA,0,WD,Normal,80500,11.296012463406655,Other,Finished,Shingle
160,RM,21.0,1680,NA,Reg,Inside,BrDale,Norm,Twnhs,2.0Story,6,5,1971,1971,Gable,BrkFace,236.0,TA,Gd,CBlock,TA,TA,No,Unf,Unf,672,TA,Y,SBrkr,672,546,0,1218,0,0,1,1,3,1,TA,7,Typ,0,NA,NA,NA,0,0,N,201,0,0,0,0,0,NA,0,WD,Abnorml,91500,11.424094251263613,Other,Finished,Other
20,RL,66.0,7800,NA,IR,Inside,NAmes,Norm,1Fam,1.0Story,5,5,1964,1964,Gable,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,LwQ,912,TA,Y,SBrkr,912,0,0,912,0,0,1,0,2,1,TA,5,Typ,0,NA,Attchd,Unf,1,288,Y,0,0,0,0,0,0,NA,0,WD,Abnorml,115000,11.652687407345388,Wood,Finished,Siding
20,RL,55.0,8250,NA,Reg,Inside,Sawyer,Feedr,1Fam,1.0Story,5,5,1968,1968,Hip,None,0.0,TA,Gd,CBlock,TA,TA,No,BLQ,LwQ,952,Ex,Y,SBrkr,1211,0,0,1211,0,0,1,0,3,1,TA,5,Typ,1,TA,Attchd,Unf,1,322,Y,0,63,0,0,0,0,NA,0,WD,Normal,134000,11.805595078933049,HdBoard,Finished,Other
50,RL,78.0,10496,NA,Reg,Inside,NAmes,Artery,1Fam,1.5Story,6,6,1949,1950,Gable,BrkFace,320.0,TA,Gd,CBlock,TA,TA,Mn,Rec,Unf,1040,Ex,Y,SBrkr,1168,678,0,1846,0,0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,Unf,1,315,Y,0,0,0,0,0,0,Fence,0,WD,Normal,143000,11.870599909242044,Wood,Finished,Siding
20,RL,89.0,10680,NA,Reg,Inside,NAmes,Norm,1Fam,1.0Story,5,3,1951,1951,Hip,BrkFace,44.0,TA,Gd,CBlock,TA,Fa,No,LwQ,Unf,2136,TA,N,Fuse,2136,0,0,2136,0,0,2,0,4,1,TA,7,Atype,0,NA,Detchd,Unf,2,528,Y,0,30,0,0,0,0,Fence,0,WD,Normal,137900,11.834284063781393,Wood,Finished,Siding
60,RL,60.0,15384,NA,IR,Inside,Gilbert,NRR,1Fam,2.0Story,7,5,2004,2005,Gable,None,0.0,Gd,Gd,PConc,Gd,TA,Av,GLQ,Unf,788,Ex,Y,SBrkr,788,702,0,1490,1,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,Fin,2,388,Y,100,75,0,0,0,0,NA,0,WD,Normal,184000,12.122691036591123,VinylSd,Finished,Siding
80,RL,65.0,10482,NA,Reg,Inside,NAmes,Norm,1Fam,SLvl,6,8,1958,1958,Hip,BrkFace,63.0,TA,Gd,CBlock,TA,TA,Av,GLQ,Unf,588,Ex,Y,SBrkr,1138,0,0,1138,0,1,1,0,3,1,TA,6,Typ,0,NA,Attchd,RFn,1,264,Y,224,0,0,0,0,0,Fence,0,WD,Normal,145000,11.884489021402711,VinylSd,Finished,Siding
60,RL,86.0,14598,NA,IR,CulDSac,Somerst,Feedr,1Fam,2.0Story,6,5,2007,2007,Gable,Stone,74.0,Gd,Gd,PConc,Gd,TA,Mn,Unf,Unf,894,Ex,Y,SBrkr,894,1039,0,1933,0,0,2,1,4,1,Gd,9,Typ,1,Gd,Attchd,Fin,3,668,Y,100,18,0,0,0,0,NA,0,WD,Normal,214000,12.273731294003989,VinylSd,Finished,Siding
20,RL,72.0,8872,NA,Reg,Corner,NAmes,Norm,1Fam,1.0Story,5,8,1965,2008,Gable,BrkFace,300.0,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,912,Ex,Y,SBrkr,912,0,0,912,1,0,1,0,2,1,Gd,5,Typ,0,NA,Detchd,Unf,2,576,Y,0,240,0,0,0,0,NA,0,WD,Normal,147000,11.898187865760873,VinylSd,Finished,Siding
120,RL,65.0,8769,NA,Reg,Corner,NridgHt,Norm,Twnhs,1.0Story,9,5,2008,2008,Hip,BrkFace,766.0,Ex,Gd,PConc,Ex,TA,No,GLQ,Unf,1702,Ex,Y,SBrkr,1702,0,0,1702,1,0,1,1,1,1,Ex,7,Typ,1,Gd,Attchd,Fin,3,1052,Y,0,72,0,0,224,0,NA,0,Oth,Partial,367294,12.813917896253697,MetalSd,Finished,Siding
80,RL,70.0,7910,NA,Reg,Inside,NAmes,Norm,1Fam,SLvl,5,5,1960,1960,Hip,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,1075,Gd,Y,SBrkr,1507,0,0,1507,0,0,2,0,4,1,TA,7,Atype,0,NA,Attchd,Unf,1,404,Y,0,0,0,0,0,0,Fence,0,WD,Normal,127000,11.751942365440728,HdBoard,Finished,Other
90,RL,70.05,18890,NA,IR,Inside,Sawyer,Feedr,Oth,1.5Story,5,5,1977,1977,Oth,None,0.0,TA,Gd,CBlock,Gd,TA,No,GLQ,Rec,1361,Ex,Y,SBrkr,1361,1259,0,2620,0,0,2,2,4,2,TA,12,Typ,1,TA,Attchd,RFn,2,600,N,155,24,145,0,0,0,NA,8300,WD,Normal,190000,12.154779351142624,Plywood,Finished,Other
90,RL,70.0,7728,NA,Reg,Inside,NAmes,Norm,Oth,SLvl,5,6,1962,1962,Hip,BrkFace,120.0,TA,Gd,CBlock,TA,TA,Av,ALQ,Unf,1106,TA,Y,SBrkr,1190,0,0,1190,1,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,Unf,2,540,Y,0,18,0,0,0,0,Fence,0,WD,Normal,132500,11.794337924408413,Wood,Finished,Siding
90,RL,70.0,9842,NA,Reg,FR2,NAmes,Norm,Oth,1.0Story,4,5,1962,1962,Gable,None,0.0,TA,Gd,Oth,NA,NA,No,NA,NA,0,TA,Y,SBrkr,1224,0,0,1224,0,0,2,0,2,2,TA,6,Typ,0,NA,Detchd,Unf,2,462,Y,0,0,0,0,0,0,NA,0,WD,Normal,101800,11.53076538309856,HdBoard,Finished,Other
